"","text.X","text.x","emotion","polarity"
"1327",1327," saint paul public schools is talking about reopening buildings now after almost a year being closed a ","unknown","positive"
"1328",1328,"one of her jobs is to assess swallowing ability the assessment makes people cough she is not allowed an n or a ","unknown","positive"
"1329",1329," the executive governor of anambra state taking covid vaccine in the united states agbara nwaany u ecb u f a ","unknown","positive"
"1330",1330," people have received a first dose of covid vaccine however only have received a second dose import ","unknown","positive"
"1331",1331," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1332",1332," this week marks one year since the first known covid case in the u s was reported since then the virus has killed ","unknown","negative"
"1333",1333,"the put together this helpful graphic to help the public understand the covid vaccine roll out process f ","joy","positive"
"1334",1334," they looted covid relief money and now they want to raise tax in order to procure vaccine and loot in the process we are l ","unknown","neutral"
"1335",1335," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1336",1336," wow assume all covid related deaths were truly caused by covid despite government ","anger","neutral"
"1337",1337,"the city of amarillo has received an additional covid vaccine allotment from the state of texas ","unknown","positive"
"1338",1338," media is not being allowed to even enter the gate of the building where covid vaccination is happening at aiims delhi o ","unknown","positive"
"1339",1339," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"1340",1340," u f delaying the deployment of the vaccine in wales is dangerous and will cost lives mark drakeford should stop defendi ","unknown","neutral"
"1341",1341,"new york gov cuomo asks to buy covid vaccine directly from pfizer amid dose shortages ","unknown","positive"
"1342",1342," bit too aggressive guidance meant old and sick people were not adequately assessed as to whether they were wel ","anger","negative"
"1343",1343," i know it s a running joke that the trump administration is pro virus but they literally provided anti virus public funds ","unknown","neutral"
"1344",1344," there were zero new vaccines delivered to the provinces and territories and liberal backbenchers are today still cla ","unknown","positive"
"1345",1345," from the obituary of a man killed by covid to honor his memory if you are a u s senator please vote to convict donald j tr ","joy","positive"
"1346",1346," the covid vaccine is available to all colleagues whether directly employed by the nhs bank or agency staff ","unknown","negative"
"1347",1347," questions about the covid vaccine ontario s doctors have answers ","unknown","positive"
"1348",1348," nd u ecb anambra come see our first lady she don rush go collect colonial drive us covid vaccine for u f fa u f f these politicians ","joy","positive"
"1349",1349," city officials tell ctv news that a temporary cut to shipments of the pfizer biontech covid vaccine will affect ottawa ","joy","neutral"
"1350",1350," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"1351",1351," south africa s mining companies will support the government in the rollout of covid vaccines as the nation battles ","unknown","neutral"
"1352",1352," there is no evidence that this variant causes more severe illness or increased risk of de ","unknown","negative"
"1353",1353," interesting point on c vaccines stressing real life effectiveness rather than technical efficacy study subjects get ","sadness","positive"
"1354",1354," corbyn attacks boris for vaccine nationalism demands jabs given away to other nations what an absolute idiot is c ","unknown","negative"
"1355",1355," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1356",1356," people from minority ethnic backgrounds have been targeted by misinformation about the covid vaccines they are safe and ","unknown","positive"
"1357",1357," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"1358",1358," your reminder that although m people are now eligible for the covid vaccine in nyc one group has been excluded peop ","unknown","neutral"
"1359",1359," pfizer vaccine causing patients to get bell s palsy facial paralysis four trial participants who received the pfiz ","sadness","negative"
"1360",1360," has released its updated batch of reported covid vaccine side effect data through jan when roughly mi ","unknown","positive"
"1361",1361," florida governor ron desantis is corruptly screwing with the covid vaccine rollout ","unknown","positive"
"1362",1362," a covid vaccine in english gematria equals vaccination in english gematria equals mark of beast in eng ","unknown","negative"
